dataset,seed,idx,teacher_help,in_hole,local_density,dist_nearest,local_y_rough,support_loss,teacher_extra,ts_disagree,err_unguided
energy,42,0,-0.008861,0.0,0.902783,0.658442,0.109847,0.0,0.0,0.05981,0.07464
energy,42,1,0.062025,1.0,0.821376,0.644894,0.166834,0.644894,0.0,0.015506,0.082124
energy,42,2,-0.058333,0.0,0.882279,0.644894,0.007244,0.0,0.0,0.050949,0.138214
energy,42,3,-0.143249,0.0,0.766025,0.644894,0.622164,0.0,0.0,0.022152,0.120327
energy,42,4,-0.022152,0.0,0.753454,0.644894,0.155369,0.0,0.0,0.046519,0.023438
energy,42,5,0.052426,0.0,0.774862,0.644894,0.481696,0.0,0.0,0.091561,0.131597
energy,42,6,0.087869,0.0,0.93385,0.644894,0.014853,0.0,0.0,0.020675,0.097489
energy,42,7,-0.040612,0.0,0.882279,0.644894,0.022276,0.0,0.0,0.011814,0.028599
energy,42,8,-0.014768,0.0,0.757234,0.644894,0.198207,0.0,0.0,0.029536,0.212101
energy,42,9,-0.039873,1.0,0.932211,0.644894,0.23415,0.257852,0.0,0.012553,0.081111
energy,42,10,0.028281,0.0,0.701883,0.644894,0.158335,0.0,0.0,0.05981,0.063244
energy,42,11,-0.008122,0.0,0.925539,0.644894,0.168298,0.0,0.0,0.064241,0.075487
energy,42,12,0.002954,0.0,0.839303,0.644894,0.185227,0.0,0.0,0.008122,0.164453
energy,42,13,-0.013291,1.0,0.817595,0.644894,0.020703,0.257852,0.257852,0.008861,0.116844
energy,42,14,0.028059,0.0,0.847432,0.644894,0.181096,0.0,0.0,0.089346,0.073506
energy,42,15,0.001477,0.0,1.015103,0.644894,0.241396,0.0,0.0,0.05538,0.143201
energy,42,16,-0.022152,0.0,0.93385,0.644894,0.046529,0.0,0.0,0.061287,0.02669
energy,42,17,-0.001569,1.0,0.826202,0.644894,0.026883,0.257852,0.257852,0.0923,0.018414
energy,42,18,-0.042827,0.0,0.712338,0.644894,0.022094,0.0,0.0,0.016245,0.067545
energy,42,19,-0.001477,0.0,0.882279,0.644894,0.038999,0.0,0.0,0.011814,0.048833
energy,42,20,-0.003692,1.0,0.724069,0.644894,0.467782,0.0,0.0,0.017722,0.075857
energy,42,21,0.014768,1.0,0.858932,0.644894,0.653644,1.062681,0.0,0.186814,0.194071
energy,42,22,-0.036181,1.0,0.760128,0.644894,0.159688,0.257852,0.257852,0.050949,0.010298
energy,42,23,0.049473,0.0,0.858155,0.644894,0.610849,0.0,0.0,0.036181,0.226542
energy,42,24,0.016983,0.0,0.753454,0.644894,0.15826,0.0,0.0,0.007384,0.117993
energy,42,25,-0.016186,0.0,0.774631,0.644894,0.616147,0.0,0.0,0.008861,0.048764
energy,42,26,0.0,1.0,0.932211,0.644894,0.286008,0.464538,0.0,0.008122,0.095777
energy,42,27,0.00751,0.0,0.766025,0.644894,0.636261,0.0,0.0,0.015506,0.06135
energy,42,28,0.056857,1.0,0.809875,0.644894,0.163999,0.013548,0.0,0.05538,0.227378
energy,42,29,0.033966,0.0,0.809875,0.644894,0.127862,0.0,0.0,0.05981,0.093952
energy,42,30,-0.057595,1.0,0.95184,0.691814,0.015464,0.773367,0.519404,0.001477,0.091192
energy,42,31,-0.003046,0.0,0.867539,0.644894,0.023152,0.0,0.0,0.059072,0.019152
energy,42,32,-0.031013,0.0,0.753454,0.644894,0.157069,0.013548,0.0,0.028059,0.0141
energy,42,33,0.024367,1.0,0.854636,0.644894,0.541489,0.818718,0.0,0.112975,0.294646
energy,42,34,-0.026582,0.0,0.961055,0.644894,0.602741,0.0,0.0,0.00443,0.001315
energy,42,35,0.016983,0.0,0.93385,0.644894,0.017005,0.0,0.0,0.124789,0.074817
energy,42,36,-0.009599,1.0,0.882279,0.644894,0.019429,0.0,0.0,0.047257,0.092817
energy,42,37,0.003404,0.0,0.875609,0.644894,0.575059,0.0,0.0,0.042827,0.021269
energy,42,38,0.007384,0.0,0.932211,0.644894,0.254721,0.0,0.0,0.049473,0.028829
energy,42,39,0.062764,1.0,0.772515,0.644894,0.04019,0.464538,0.0,0.150633,0.135683
energy,42,40,-0.00443,0.0,0.979032,0.644894,0.258511,0.0,0.0,0.090084,0.043099
energy,42,41,0.009796,1.0,0.774631,0.644894,0.021839,0.84882,0.84882,0.160232,0.041818
energy,42,42,-0.029536,1.0,0.901542,0.658442,0.034093,0.831841,0.0,0.079747,0.361423
energy,42,43,-0.045042,0.0,0.884159,0.644894,0.225213,0.0,0.0,0.089346,0.015454
energy,42,44,-0.034705,1.0,0.854622,0.658442,0.027667,1.398801,0.709915,0.029536,0.316662
energy,42,45,-0.031013,1.0,0.958142,0.658442,0.192274,0.527304,0.0,0.070148,0.354006
energy,42,46,-0.001477,1.0,0.871298,0.658442,0.201377,0.327686,0.327686,0.062764,0.293926
energy,42,47,0.067194,1.0,0.838052,0.644894,0.177788,0.646675,0.0,0.163924,0.11613
energy,42,48,0.009771,0.0,0.835647,0.644894,0.248272,0.0,0.0,0.095992,0.042544
energy,42,49,-0.014768,0.0,0.97547,0.644894,0.269326,0.0,0.0,0.021414,0.042569
energy,42,50,-0.095253,1.0,0.983781,0.902746,0.222277,0.0,0.0,0.028059,0.044067
energy,42,51,0.076793,0.0,0.907609,0.658442,0.192879,0.0,0.0,0.149895,0.139458
energy,42,52,-0.016245,0.0,0.708558,0.644894,0.166808,0.0,0.0,0.025105,0.000962
energy,42,53,0.064979,0.0,0.766025,0.644894,0.653514,0.0,0.0,0.103376,0.214338
energy,42,54,-0.072205,0.0,0.763909,0.644894,0.027975,0.0,0.0,0.019198,0.029615
energy,42,55,-0.008861,0.0,0.701883,0.644894,0.154007,0.0,0.0,0.04135,0.076834
energy,42,56,0.015002,1.0,0.826202,0.644894,0.014114,0.046921,0.0,0.045042,0.028176
energy,42,57,0.073101,0.0,0.817595,0.644894,0.649341,0.0,0.0,0.013291,0.135816
energy,42,58,0.040612,0.0,0.882279,0.644894,0.052612,0.0,0.0,0.090823,0.208055
energy,42,59,0.040612,0.0,1.020369,0.644894,0.21742,0.0,0.0,0.07384,0.072009
energy,42,60,-0.047979,0.0,0.815479,0.658442,0.072405,0.0,0.0,0.090084,0.04062
energy,42,61,0.009599,0.0,1.034046,0.902746,0.183,0.0,0.0,0.067194,0.145848
energy,42,62,-0.014768,0.0,0.763909,0.644894,0.198093,0.0,0.0,0.112975,0.108543
energy,42,63,0.052426,0.0,0.824152,0.644894,0.50167,0.0,0.0,0.023629,0.078605
energy,42,64,-0.008861,0.0,1.05644,0.644894,0.267178,0.0,0.0,0.047996,0.010813
energy,42,65,0.067194,0.0,0.867539,0.644894,0.626593,0.0,0.0,0.047257,0.251909
energy,42,66,-0.090823,0.0,0.807362,0.644894,0.63102,0.0,0.0,0.019937,0.021617
energy,42,67,0.010126,1.0,0.763909,0.644894,0.195597,0.644894,0.644894,0.032489,0.051213
energy,42,68,0.014321,0.0,0.754524,0.644894,0.121564,0.0,0.0,0.0,0.019713
energy,42,69,-0.010338,1.0,0.877772,0.691814,0.024459,0.210932,0.210932,0.091561,0.0188
energy,42,70,-0.026582,0.0,0.90755,0.644894,0.336284,0.0,0.0,0.005907,0.121164
energy,42,71,-0.094515,0.0,0.981559,0.644894,0.221522,0.0,0.0,0.011814,0.125437
energy,42,72,-0.014768,1.0,0.890355,0.644894,0.032491,0.464538,0.464538,0.045781,0.011707
energy,42,73,-0.024367,1.0,0.724069,0.644894,0.516225,0.0,0.0,0.05981,0.099084
energy,42,74,0.015506,0.0,0.835647,0.644894,0.273335,0.0,0.0,0.107068,0.053084
energy,42,75,-0.042089,0.0,0.867539,0.644894,0.021799,0.0,0.0,0.045781,0.00586
energy,42,76,0.024653,0.0,0.775639,0.644894,0.456706,0.0,0.0,0.095253,0.051461
energy,42,77,0.008122,0.0,0.724069,0.644894,0.517696,0.0,0.0,0.081224,0.013695
energy,42,78,-0.005169,0.0,0.981559,0.644894,0.262932,0.0,0.0,0.0,0.243442
energy,42,79,-0.155802,0.0,0.888731,0.735998,0.321607,0.0,0.0,0.062764,0.050935
energy,42,80,0.023025,0.0,0.925539,0.644894,0.173642,0.0,0.0,0.002215,0.069107
energy,42,81,0.033966,0.0,0.766025,0.644894,0.662998,0.0,0.0,0.11076,0.227498
energy,42,82,0.076055,0.0,0.708558,0.644894,0.025155,0.0,0.0,0.086392,0.112569
energy,42,83,-0.041384,0.0,0.754524,0.644894,0.129515,0.0,0.0,0.070148,0.004413
energy,42,84,0.01846,0.0,0.760128,0.644894,0.157363,0.0,0.0,0.064979,0.027743
energy,42,85,0.045042,1.0,0.763909,0.644894,0.073053,0.013548,0.013548,0.049473,0.157675
energy,42,86,-0.023629,0.0,0.768913,0.644894,0.173179,0.0,0.0,0.031751,0.051546
energy,42,87,-0.000157,0.0,0.935772,0.644894,0.186069,0.0,0.0,0.019198,0.035734
energy,42,88,-0.006646,1.0,0.867003,0.644894,0.488549,0.0,0.0,0.062764,0.085545
energy,42,89,0.008861,0.0,0.794791,0.644894,0.161986,0.0,0.0,0.013291,0.129522
energy,42,90,0.011076,1.0,0.750744,0.644894,0.092932,0.0,0.0,0.039135,0.026717
energy,42,91,0.039135,0.0,0.724069,0.644894,0.551952,0.0,0.0,0.084916,0.057435
energy,42,92,0.077532,1.0,0.812769,0.644894,0.033233,0.804829,0.159935,0.086392,0.097311
energy,42,93,0.050949,0.0,0.763909,0.644894,0.190382,0.0,0.0,0.134388,0.098622
energy,42,94,0.01832,0.0,0.882279,0.644894,0.046734,0.0,0.0,0.023629,0.025405
energy,42,95,0.023629,0.0,0.708558,0.644894,0.150825,0.0,0.0,0.072363,0.03133
energy,42,96,0.100422,0.0,0.868996,0.644894,0.142857,0.0,0.0,0.039873,0.135481
energy,42,97,0.097468,0.0,0.907675,0.644894,0.159132,0.0,0.0,0.056118,0.128333
energy,42,98,-0.031751,1.0,0.708558,0.644894,0.035235,0.702435,0.702435,0.011814,0.069517
energy,42,99,-0.01403,1.0,0.864108,0.644894,0.185813,0.474151,0.0,0.112975,0.084477
energy,42,100,0.003692,0.0,1.147497,0.644894,0.130699,0.0,0.0,0.141772,0.363474
energy,42,101,0.031013,0.0,1.02868,0.902746,0.152233,0.0,0.0,0.181646,0.049686
energy,42,102,-0.064979,1.0,1.012626,0.902746,0.209537,0.412879,0.024056,0.053165,0.10381
energy,42,103,-0.107068,0.0,1.027041,0.902746,0.285225,0.0,0.0,0.052426,0.148498
energy,42,104,0.016245,0.0,0.766255,0.644894,0.153189,0.0,0.0,0.000738,0.037057
energy,42,105,-0.051688,0.0,0.847432,0.644894,0.139489,0.0,0.0,0.023629,0.129351
energy,42,106,-0.030274,0.0,0.841595,0.644894,0.479684,0.0,0.0,0.076793,0.051868
energy,42,107,-0.00443,0.0,0.94034,0.658442,0.110715,0.0,0.0,0.081962,0.086421
energy,42,108,0.041506,0.0,0.708558,0.644894,0.036048,0.0,0.0,0.045781,0.070226
energy,42,109,-0.033966,0.0,0.912426,0.691814,0.08335,0.0,0.0,0.016983,0.006818
energy,42,110,0.036737,0.0,0.840942,0.644894,0.035993,0.0,0.0,0.01403,0.063041
energy,42,111,-0.11519,0.0,0.835647,0.644894,0.230375,0.0,0.0,0.014768,0.037976
energy,42,112,-0.054641,0.0,1.002097,0.902746,0.353152,0.0,0.0,0.040612,0.031833
energy,42,113,0.058333,0.0,0.708558,0.644894,0.147072,0.0,0.0,0.042827,0.065591
energy,42,114,0.020675,0.0,0.826202,0.644894,0.018056,0.0,0.0,0.079008,0.051906
energy,42,115,-0.113713,1.0,0.712338,0.644894,0.025083,0.0,0.0,0.079747,0.001538
energy,42,116,-0.001698,0.0,0.763909,0.644894,0.027336,0.0,0.0,0.00443,0.011335
energy,42,117,-0.067933,1.0,0.858932,0.644894,0.02386,1.076067,1.076067,0.076793,0.07055
energy,42,118,0.028543,0.0,0.763909,0.644894,0.031481,0.0,0.0,0.005907,0.049715
energy,42,119,-0.025105,0.0,1.076871,0.902746,0.355019,0.0,0.0,0.052426,0.047859
energy,42,120,-0.05981,0.0,1.031338,0.902746,0.203605,0.0,0.0,0.024367,0.123539
energy,42,121,-0.026224,0.0,0.824085,0.658442,0.104041,0.0,0.0,0.051688,0.01384
energy,42,122,0.001114,0.0,1.304261,0.902746,0.399992,0.0,0.0,0.110021,0.047445
energy,42,123,0.00443,0.0,0.888769,0.644894,0.118191,0.0,0.0,0.090084,0.012557
energy,42,124,-0.063502,1.0,0.802263,0.644894,0.092678,0.0,0.0,0.066456,0.123229
energy,42,125,-0.084916,0.0,0.757234,0.644894,0.147472,0.0,0.0,0.056857,0.00455
energy,42,126,0.027236,0.0,0.760128,0.644894,0.025678,0.0,0.0,0.067194,0.048322
energy,42,127,-0.029536,0.0,0.989834,0.691814,0.653544,0.0,0.0,0.021414,0.097298
energy,42,128,0.076793,0.0,0.882279,0.644894,0.012544,0.0,0.0,0.017722,0.115051
energy,42,129,0.019198,0.0,1.011258,0.644894,0.035752,0.0,0.0,0.056857,0.127782
energy,42,130,0.036181,0.0,1.052047,0.902746,0.404098,0.0,0.0,0.050949,0.091516
energy,42,131,0.016983,0.0,0.882279,0.644894,0.039933,0.0,0.0,0.112236,0.017301
energy,42,132,0.0,1.0,0.754524,0.644894,0.137703,0.0,0.0,0.121097,0.052431
energy,42,133,-0.039135,1.0,0.766025,0.644894,0.019597,0.0,0.0,0.141034,0.01334
energy,42,134,-0.010386,0.0,0.708558,0.644894,0.026256,0.0,0.0,0.088608,0.043541
energy,42,135,-0.028274,0.0,0.701883,0.644894,0.135853,0.0,0.0,0.05981,0.020567
energy,42,136,-0.05538,0.0,0.835647,0.644894,0.208281,0.0,0.0,0.083439,0.000538
energy,42,137,0.137342,0.0,0.807362,0.644894,0.59121,0.0,0.0,0.056118,0.175094
energy,42,138,-0.020675,0.0,0.766025,0.644894,0.03378,0.0,0.0,0.005907,0.066835
energy,42,139,-0.028013,0.0,0.701883,0.644894,0.152411,0.0,0.0,0.073101,0.025128
energy,42,140,0.098945,0.0,0.772515,0.644894,0.042347,0.0,0.0,0.128481,0.129968
energy,42,141,0.042089,0.0,0.840942,0.644894,0.053868,0.0,0.0,0.040612,0.059058
energy,42,142,0.023629,0.0,0.840942,0.644894,0.019722,0.0,0.0,0.027321,0.065308
energy,42,143,-0.039873,0.0,0.977109,0.644894,0.108321,0.0,0.0,0.019198,0.052958
energy,42,144,-0.052426,0.0,0.983781,0.902746,0.299849,0.0,0.0,0.015506,0.008513
energy,42,145,-0.00443,1.0,0.812769,0.644894,0.148471,0.276754,0.018901,0.01846,0.025617
energy,42,146,-0.029536,0.0,0.757419,0.644894,0.01443,0.0,0.0,0.002954,0.132677
energy,42,147,-0.037658,0.0,0.981935,0.644894,0.248013,0.0,0.0,0.047257,0.014431
energy,42,148,0.028059,0.0,0.983781,0.902746,0.258314,0.0,0.0,0.037658,0.086828
energy,42,149,0.022152,0.0,0.766025,0.644894,0.686922,0.0,0.0,0.053165,0.060848
energy,42,150,0.028059,0.0,0.983781,0.902746,0.28425,0.0,0.0,0.028059,0.163807
energy,42,151,-0.058333,1.0,0.861821,0.644894,0.219698,0.464538,0.0,0.038397,0.12852
energy,42,152,-0.073101,1.0,1.005164,0.902746,0.257267,0.535989,0.0,0.070886,0.222268
energy,42,153,0.056118,0.0,0.708558,0.644894,0.019613,0.0,0.0,0.039873,0.070581
energy,43,0,0.086392,1.0,0.902783,0.658442,0.109847,0.631345,0.0,0.062025,0.139619
energy,43,1,0.022152,1.0,0.821376,0.644894,0.166834,0.046921,0.046921,0.024367,0.060711
energy,43,2,-0.030274,1.0,0.882279,0.644894,0.007244,0.474151,0.0,0.123312,0.373025
energy,43,3,-0.03692,0.0,0.766025,0.644894,0.622164,0.0,0.0,0.072363,0.10482
energy,43,4,0.033228,1.0,0.753454,0.644894,0.155369,0.257852,0.0,0.124789,0.07291
energy,43,5,-0.122574,0.0,0.774862,0.644894,0.481696,0.0,0.0,0.051688,0.017884
energy,43,6,-0.062764,0.0,0.93385,0.644894,0.014853,0.0,0.0,0.021414,0.116687
energy,43,7,-0.01403,0.0,0.882279,0.644894,0.022276,0.0,0.0,0.047257,0.026384
energy,43,8,0.024367,1.0,0.757234,0.644894,0.198207,0.013548,0.0,0.016245,0.215793
energy,43,9,-0.013066,0.0,0.932211,0.644894,0.23415,0.0,0.0,0.030274,0.029649
energy,43,10,-0.061065,0.0,0.701883,0.644894,0.158335,0.0,0.0,0.00443,0.007126
energy,43,11,-0.115928,1.0,0.925539,0.644894,0.168298,1.492398,0.0,0.031751,0.146374
energy,43,12,-0.074578,0.0,0.839303,0.644894,0.185227,0.0,0.0,0.036181,0.127533
energy,43,13,-0.015861,0.0,0.817595,0.644894,0.020703,0.0,0.0,0.0923,0.016806
energy,43,14,0.037658,1.0,0.847432,0.644894,0.181096,0.936485,0.0,0.035443,0.082367
energy,43,15,-0.029536,1.0,1.015103,0.644894,0.241396,0.474151,0.0,0.047996,0.138033
energy,43,16,-0.086392,1.0,0.93385,0.644894,0.046529,0.257852,0.0,0.058333,0.000846
energy,43,17,0.078178,0.0,0.826202,0.644894,0.026883,0.0,0.0,0.104114,0.085608
energy,43,18,0.033966,0.0,0.712338,0.644894,0.022094,0.0,0.0,0.067194,0.114802
energy,43,19,0.007581,1.0,0.882279,0.644894,0.038999,0.930892,0.0,0.030274,0.107904
energy,43,20,-0.053903,1.0,0.724069,0.644894,0.467782,0.300884,0.0,0.105591,0.078072
energy,43,21,0.006162,0.0,0.858932,0.644894,0.653644,0.0,0.0,0.030274,0.010465
energy,43,22,0.050133,0.0,0.760128,0.644894,0.159688,0.0,0.0,0.03692,0.052387
energy,43,23,-0.019198,1.0,0.858155,0.644894,0.610849,0.300884,0.0,0.067933,0.210298
energy,43,24,-0.098945,1.0,0.753454,0.644894,0.15826,0.472468,0.472468,0.065717,0.069258
energy,43,25,0.033907,0.0,0.774631,0.644894,0.616147,0.0,0.0,0.00443,0.056827
energy,43,26,0.059072,1.0,0.932211,0.644894,0.286008,0.475378,0.0,0.050211,0.122359
energy,43,27,0.061287,0.0,0.766025,0.644894,0.636261,0.0,0.0,0.144726,0.136667
energy,43,28,0.029536,1.0,0.809875,0.644894,0.163999,0.474151,0.474151,0.033228,0.192674
energy,43,29,-0.061287,0.0,0.809875,0.644894,0.127862,0.0,0.0,0.008861,0.054079
energy,43,30,0.087131,0.0,0.95184,0.691814,0.015464,0.210932,0.210932,0.124051,0.088238
energy,43,31,0.052426,0.0,0.867539,0.644894,0.023152,0.0,0.0,0.070886,0.053857
energy,43,32,-0.005169,1.0,0.753454,0.644894,0.157069,0.464538,0.464538,0.085654,0.072433
energy,43,33,-0.060549,0.0,0.854636,0.644894,0.541489,0.0,0.0,0.027321,0.065743
energy,43,34,0.037983,0.0,0.961055,0.644894,0.602741,0.0,0.0,0.162447,0.079909
energy,43,35,-0.017722,0.0,0.93385,0.644894,0.017005,0.257852,0.0,0.008861,0.057834
energy,43,36,0.02289,1.0,0.882279,0.644894,0.019429,0.0,0.0,0.038397,0.277416
energy,43,37,-0.024655,0.0,0.875609,0.644894,0.575059,0.0,0.0,0.120359,0.016101
energy,43,38,0.132173,0.0,0.932211,0.644894,0.254721,0.257852,0.0,0.060549,0.139525
energy,43,39,0.000738,0.0,0.772515,0.644894,0.04019,0.0,0.0,0.01403,0.032671
energy,43,40,-0.024367,1.0,0.979032,0.644894,0.258511,0.474151,0.0,0.024367,0.106057
energy,43,41,0.108544,0.0,0.774631,0.644894,0.021839,0.0,0.0,0.135865,0.109751
energy,43,42,-0.076793,0.0,0.901542,0.658442,0.034093,0.0,0.0,0.07384,0.128828
energy,43,43,-0.008122,0.0,0.884159,0.644894,0.225213,0.0,0.0,0.144726,0.138132
energy,43,44,-0.006646,0.0,0.854622,0.658442,0.027667,0.0,0.0,0.081962,0.122463
energy,43,45,-0.032489,0.0,0.958142,0.658442,0.192274,0.0,0.0,0.047257,0.155377
energy,43,46,-0.064241,0.0,0.871298,0.658442,0.201377,0.0,0.0,0.029536,0.138863
energy,43,47,-0.026582,0.0,0.838052,0.644894,0.177788,0.046921,0.046921,0.016245,0.036718
energy,43,48,0.001477,0.0,0.835647,0.644894,0.248272,0.0,0.0,0.029536,0.048451
energy,43,49,-0.061287,0.0,0.97547,0.644894,0.269326,0.271142,0.0,0.050211,0.114932
energy,43,50,0.025844,1.0,0.983781,0.902746,0.222277,0.510965,0.0,0.05538,0.063739
energy,43,51,0.083439,1.0,0.907609,0.658442,0.192879,0.287335,0.043031,0.135127,0.085555
energy,43,52,0.053165,0.0,0.708558,0.644894,0.166808,0.0,0.0,0.002954,0.054418
energy,43,53,-0.040612,0.0,0.766025,0.644894,0.653514,0.0,0.0,0.016983,0.088072
energy,43,54,-0.033228,0.0,0.763909,0.644894,0.027975,0.0,0.0,0.022152,0.017643
energy,43,55,-0.047257,0.0,0.701883,0.644894,0.154007,0.0,0.0,0.066456,0.033269
energy,43,56,0.10116,0.0,0.826202,0.644894,0.014114,0.0,0.0,0.130696,0.124906
energy,43,57,-0.052426,0.0,0.817595,0.644894,0.649341,0.046921,0.0,0.047257,0.105542
energy,43,58,-0.009599,0.0,0.882279,0.644894,0.052612,0.0,0.0,0.067933,0.278203
energy,43,59,0.00443,1.0,1.020369,0.644894,0.21742,0.646675,0.0,0.005169,0.100806
energy,43,60,-0.005169,0.0,0.815479,0.658442,0.072405,0.0,0.0,0.132173,0.06054
energy,43,61,0.098207,1.0,1.034046,0.902746,0.183,0.535034,0.0,0.031751,0.156924
energy,43,62,-0.011076,0.0,0.763909,0.644894,0.198093,0.0,0.0,0.037658,0.00886
energy,43,63,0.050211,0.0,0.824152,0.644894,0.50167,0.0,0.0,0.036181,0.077867
energy,43,64,-0.084916,1.0,1.05644,0.644894,0.267178,0.474151,0.0,0.006646,0.181382
energy,43,65,-0.0923,0.0,0.867539,0.644894,0.626593,0.0,0.0,0.054641,0.102753
energy,43,66,0.016983,0.0,0.807362,0.644894,0.63102,0.0,0.0,0.054641,0.07995
energy,43,67,-0.047257,0.0,0.763909,0.644894,0.195597,0.013548,0.013548,0.02289,0.007648
energy,43,68,0.046519,0.0,0.754524,0.644894,0.121564,0.0,0.0,0.047996,0.060325
energy,43,69,0.065776,0.0,0.877772,0.691814,0.024459,0.0,0.0,0.095992,0.080145
energy,43,70,-0.020675,0.0,0.90755,0.644894,0.336284,0.0,0.0,0.080485,0.030207
energy,43,71,-0.050211,1.0,0.981559,0.644894,0.221522,0.474151,0.0,0.01846,0.438517
energy,43,72,0.036181,0.0,0.890355,0.644894,0.032491,0.0,0.0,0.182384,0.096623
energy,43,73,-0.034243,0.0,0.724069,0.644894,0.516225,0.0,0.0,0.062025,0.070009
energy,43,74,0.024367,0.0,0.835647,0.644894,0.273335,0.0,0.0,0.135127,0.057676
energy,43,75,0.054737,0.0,0.867539,0.644894,0.021799,0.0,0.0,0.095992,0.077579
energy,43,76,0.100422,0.0,0.775639,0.644894,0.456706,0.0,0.0,0.100422,0.134615
energy,43,77,0.072363,0.0,0.724069,0.644894,0.517696,0.0,0.0,0.07827,0.092634
energy,43,78,0.05538,1.0,0.981559,0.644894,0.262932,0.257852,0.0,0.029536,0.261163
energy,43,79,-0.087131,0.0,0.888731,0.735998,0.321607,0.0,0.0,0.038397,0.121083
energy,43,80,0.035443,0.0,0.925539,0.644894,0.173642,0.0,0.0,0.109283,0.054943
energy,43,81,0.025105,0.0,0.766025,0.644894,0.662998,0.0,0.0,0.093038,0.186148
energy,43,82,-0.016318,0.0,0.708558,0.644894,0.025155,0.0,0.0,0.005907,0.012885
energy,43,83,-0.004464,1.0,0.754524,0.644894,0.129515,0.474151,0.474151,0.124051,0.056101
energy,43,84,-0.005276,1.0,0.760128,0.644894,0.157363,0.464538,0.464538,0.056118,0.022468
energy,43,85,0.019198,0.0,0.763909,0.644894,0.073053,0.0,0.0,0.028059,0.116325
energy,43,86,-0.104852,0.0,0.768913,0.644894,0.173179,0.0,0.0,0.002954,0.053761
energy,43,87,0.085654,1.0,0.935772,0.644894,0.186069,0.257852,0.0,0.047996,0.089055
energy,43,88,-0.090605,1.0,0.867003,0.644894,0.488549,0.046921,0.0,0.095253,0.011185
energy,43,89,-0.050949,0.0,0.794791,0.644894,0.161986,0.0,0.0,0.010338,0.057898
energy,43,90,-0.08297,1.0,0.750744,0.644894,0.092932,0.257852,0.257852,0.014768,0.033093
energy,43,91,-0.016983,0.0,0.724069,0.644894,0.551952,0.0,0.0,0.05538,0.095832
energy,43,92,-0.066456,1.0,0.812769,0.644894,0.033233,0.046921,0.046921,0.045042,0.021571
energy,43,93,0.090176,1.0,0.763909,0.644894,0.190382,0.046921,0.0,0.154325,0.090499
energy,43,94,0.02289,1.0,0.882279,0.644894,0.046734,0.474151,0.0,0.063502,0.026283
energy,43,95,-0.044408,0.0,0.708558,0.644894,0.150825,0.013548,0.013548,0.10116,0.006224
energy,43,96,-0.060578,0.0,0.868996,0.644894,0.142857,0.0,0.0,0.00443,0.007
energy,43,97,-0.006204,1.0,0.907675,0.644894,0.159132,0.257852,0.0,0.049473,0.002805
energy,43,98,-0.025105,1.0,0.708558,0.644894,0.035235,0.0,0.0,0.103376,0.012445
energy,43,99,0.002215,1.0,0.864108,0.644894,0.185813,0.341234,0.341234,0.049473,0.066894
energy,43,100,-0.031013,0.0,1.147497,0.644894,0.130699,0.0,0.0,0.060549,0.301448
